,,,,,2000,2010,2020,2030,2040,2050
MiddleEast,Rice,SPA0,SSP2,scenRCPref,379,744,1476,2957,5162,9138
MiddleEast,Soya,SPA0,SSP2,scenRCPref,618,933,1511,2676,4629,8354
MiddleEast,Srgh,SPA0,SSP2,scenRCPref,121,230,450,906,1369,2021
MiddleEast,SugC,SPA0,SSP2,scenRCPref,408,1013,2237,4779,8795,16211
MiddleEast,Sunf,SPA0,SSP2,scenRCPref,44,152,371,836,1586,2981
MiddleEast,Whea,SPA0,SSP2,scenRCPref,1045,1395,2078,3451,5691,9902
NewZealandReg,Barl,SPA0,SSP2,scenRCPref,28,57,158,236,279,286
NewZealandReg,BeaD,SPA0,SSP2,scenRCPref,,,6,12,20,25
NewZealandReg,Corn,SPA0,SSP2,scenRCPref,21,48,148,221,256,259
NewZealandReg,Mill,SPA0,SSP2,scenRCPref,1,9,30,42,46,45
NewZealandReg,Pota,SPA0,SSP2,scenRCPref,65,154,403,538,592,591
NewZealandReg,Rape,SPA0,SSP2,scenRCPref,2,29,131,197,223,221
NewZealandReg,Soya,SPA0,SSP2,scenRCPref,15,22,,,,
NewZealandReg,Srgh,SPA0,SSP2,scenRCPref,2,24,82,113,123,121
NewZealandReg,SwPo,SPA0,SSP2,scenRCPref,2,4,10,13,15,15
NewZealandReg,Whea,SPA0,SSP2,scenRCPref,25,53,155,229,265,269
NorthernAf,Barl,SPA0,SSP2,scenRCPref,854,1108,1621,2533,3355,3985
NorthernAf,BeaD,SPA0,SSP2,scenRCPref,4,37,113,245,370,469
NorthernAf,Cass,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
NorthernAf,ChkP,SPA0,SSP2,scenRCPref,7,68,204,446,671,852
NorthernAf,Corn,SPA0,SSP2,scenRCPref,2095,2480,3240,4634,5883,6824
NorthernAf,Cott,SPA0,SSP2,scenRCPref,13,33,77,156,230,288
NorthernAf,Gnut,SPA0,SSP2,scenRCPref,3,8,18,36,53,66
NorthernAf,Mill,SPA0,SSP2,scenRCPref,4,6,11,21,30,37
NorthernAf,Pota,SPA0,SSP2,scenRCPref,228,346,584,1001,1379,1672
NorthernAf,Rape,SPA0,SSP2,scenRCPref,9,22,51,105,154,193
NorthernAf,Rice,SPA0,SSP2,scenRCPref,201,399,800,1472,2088,2579
NorthernAf,Soya,SPA0,SSP2,scenRCPref,730,943,1375,2143,2835,3365
NorthernAf,Srgh,SPA0,SSP2,scenRCPref,238,395,717,1309,1858,2286
NorthernAf,SugC,SPA0,SSP2,scenRCPref,1185,1799,3042,5213,7178,8703
NorthernAf,Sunf,SPA0,SSP2,scenRCPref,53,135,316,646,951,1191
NorthernAf,Whea,SPA0,SSP2,scenRCPref,915,1212,1812,2876,3835,4572
Pacific_Islands,Barl,SPA0,SSP2,scenRCPref,0,,,,,
Pacific_Islands,BeaD,SPA0,SSP2,scenRCPref,,,,0,0,
Pacific_Islands,Cass,SPA0,SSP2,scenRCPref,3,,,3,3,3
Pacific_Islands,Corn,SPA0,SSP2,scenRCPref,1,,5,12,15,19
Pacific_Islands,Mill,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
Pacific_Islands,Pota,SPA0,SSP2,scenRCPref,0,,,0,0,0
Pacific_Islands,Soya,SPA0,SSP2,scenRCPref,3,2,5,9,9,10
Pacific_Islands,Srgh,SPA0,SSP2,scenRCPref,2,2,5,5,4,3
Pacific_Islands,SugC,SPA0,SSP2,scenRCPref,12,,,10,10,11
RCAM,Barl,SPA0,SSP2,scenRCPref,2,3,6,9,12,14
RCAM,BeaD,SPA0,SSP2,scenRCPref,32,40,62,90,110,125
RCAM,Cass,SPA0,SSP2,scenRCPref,181,262,480,747,947,1101
RCAM,ChkP,SPA0,SSP2,scenRCPref,1,1,2,3,4,4
RCAM,Corn,SPA0,SSP2,scenRCPref,2411,3571,6898,10937,14037,16470
RCAM,Cott,SPA0,SSP2,scenRCPref,1,1,4,8,11,14
RCAM,Gnut,SPA0,SSP2,scenRCPref,3,6,21,42,58,70
RCAM,Mill,SPA0,SSP2,scenRCPref,1,1,2,4,5,6
RCAM,Pota,SPA0,SSP2,scenRCPref,50,72,132,206,262,304
RCAM,Rice,SPA0,SSP2,scenRCPref,205,283,481,723,903,1040
RCAM,Soya,SPA0,SSP2,scenRCPref,1105,1669,3045,4684,5934,6908
RCAM,Srgh,SPA0,SSP2,scenRCPref,217,344,686,1109,1422,1661
RCAM,SugC,SPA0,SSP2,scenRCPref,5107,7407,13566,21140,26792,31154
RCAM,Sunf,SPA0,SSP2,scenRCPref,41,71,273,540,742,901
RCAM,SwPo,SPA0,SSP2,scenRCPref,30,44,80,125,159,185
RCAM,Whea,SPA0,SSP2,scenRCPref,443,729,1345,2078,2624,3042
RCEU,Barl,SPA0,SSP2,scenRCPref,91,154,233,260,244,233
RCEU,BeaD,SPA0,SSP2,scenRCPref,6,20,21,20,23,26
RCEU,ChkP,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RCEU,Corn,SPA0,SSP2,scenRCPref,375,1812,3036,3379,3265,3222
RCEU,Cott,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RCEU,Mill,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RCEU,Pota,SPA0,SSP2,scenRCPref,188,587,1294,1544,1366,1212
RCEU,Rape,SPA0,SSP2,scenRCPref,2,4,6,6,6,5
RCEU,Rice,SPA0,SSP2,scenRCPref,1,2,2,2,2,3
RCEU,Soya,SPA0,SSP2,scenRCPref,6,6,6,6,6,6
RCEU,Srgh,SPA0,SSP2,scenRCPref,0,1,1,2,1,1
RCEU,SugC,SPA0,SSP2,scenRCPref,0,1,3,3,3,3
RCEU,Sunf,SPA0,SSP2,scenRCPref,146,236,359,400,375,354
RCEU,Whea,SPA0,SSP2,scenRCPref,197,542,1087,1277,1153,1051
ROWE,Barl,SPA0,SSP2,scenRCPref,608,851,1096,1269,1310,1369
ROWE,Cass,SPA0,SSP2,scenRCPref,2,3,4,6,6,6
ROWE,ChkP,SPA0,SSP2,scenRCPref,,10,17,19,22,26
ROWE,Corn,SPA0,SSP2,scenRCPref,70,125,242,398,385,357
ROWE,Mill,SPA0,SSP2,scenRCPref,2,4,8,12,12,11
ROWE,Pota,SPA0,SSP2,scenRCPref,281,491,715,895,911,940
ROWE,Rape,SPA0,SSP2,scenRCPref,48,77,116,156,155,153
ROWE,Rice,SPA0,SSP2,scenRCPref,22,39,53,60,64,69
ROWE,Soya,SPA0,SSP2,scenRCPref,41,69,125,199,193,179
ROWE,Srgh,SPA0,SSP2,scenRCPref,39,71,132,210,201,185
ROWE,SugC,SPA0,SSP2,scenRCPref,14,24,35,44,45,46
ROWE,Sunf,SPA0,SSP2,scenRCPref,17,27,41,55,54,54
ROWE,Whea,SPA0,SSP2,scenRCPref,135,227,408,641,614,568
RSAM,Barl,SPA0,SSP2,scenRCPref,114,236,364,557,694,780
RSAM,BeaD,SPA0,SSP2,scenRCPref,23,69,117,190,241,274
RSAM,Cass,SPA0,SSP2,scenRCPref,2553,6550,11043,18091,23110,26282
RSAM,ChkP,SPA0,SSP2,scenRCPref,0,1,2,3,4,5
RSAM,Corn,SPA0,SSP2,scenRCPref,4768,9680,15811,25891,33085,37676
RSAM,Cott,SPA0,SSP2,scenRCPref,12,78,147,246,318,363
RSAM,Gnut,SPA0,SSP2,scenRCPref,6,40,75,126,163,186
RSAM,Mill,SPA0,SSP2,scenRCPref,1,1,2,3,4,5
RSAM,Pota,SPA0,SSP2,scenRCPref,1405,3605,6078,9957,12719,14465
RSAM,Rape,SPA0,SSP2,scenRCPref,33,206,388,649,839,959
RSAM,Rice,SPA0,SSP2,scenRCPref,589,1290,2021,3120,3907,4397
RSAM,Soya,SPA0,SSP2,scenRCPref,1658,4172,7269,12143,15670,17918
RSAM,Srgh,SPA0,SSP2,scenRCPref,904,1197,1845,3342,4320,4995
RSAM,SugC,SPA0,SSP2,scenRCPref,3783,9708,16367,26812,34251,38952
RSAM,Sunf,SPA0,SSP2,scenRCPref,117,730,1376,2303,2977,3402
RSAM,SwPo,SPA0,SSP2,scenRCPref,37,96,161,264,337,384
RSAM,Whea,SPA0,SSP2,scenRCPref,307,316,436,856,1117,1294
RSAS,Barl,SPA0,SSP2,scenRCPref,60,66,78,103,152,231
RSAS,BeaD,SPA0,SSP2,scenRCPref,13,14,17,22,33,50
RSAS,Cass,SPA0,SSP2,scenRCPref,58,104,197,408,817,1417
RSAS,ChkP,SPA0,SSP2,scenRCPref,184,202,239,315,465,704
RSAS,Corn,SPA0,SSP2,scenRCPref,334,541,971,2215,4503,7257
RSAS,Cott,SPA0,SSP2,scenRCPref,450,569,758,1150,1934,3165
RSAS,Gnut,SPA0,SSP2,scenRCPref,8,10,14,21,35,58
RSAS,Mill,SPA0,SSP2,scenRCPref,89,177,352,706,1413,2594
RSAS,Pota,SPA0,SSP2,scenRCPref,477,851,1605,3327,6658,11553
RSAS,Rape,SPA0,SSP2,scenRCPref,319,403,537,814,1369,2241
RSAS,Rice,SPA0,SSP2,scenRCPref,838,1623,3194,6345,12642,22378
RSAS,Soya,SPA0,SSP2,scenRCPref,165,292,551,1174,2363,3969
RSAS,Srgh,SPA0,SSP2,scenRCPref,15,30,60,120,239,440
RSAS,SugC,SPA0,SSP2,scenRCPref,5004,8930,16854,34933,69900,121294
RSAS,Sunf,SPA0,SSP2,scenRCPref,27,34,46,69,117,191
RSAS,SwPo,SPA0,SSP2,scenRCPref,12,22,41,85,171,296
RSAS,Whea,SPA0,SSP2,scenRCPref,286,568,1131,2270,4543,7660
RSEA_OPA,Barl,SPA0,SSP2,scenRCPref,1,1,2,4,5,5
RSEA_OPA,BeaD,SPA0,SSP2,scenRCPref,377,558,865,1243,1498,1706
RSEA_OPA,Cass,SPA0,SSP2,scenRCPref,346,584,993,1501,1813,2056
RSEA_OPA,ChkP,SPA0,SSP2,scenRCPref,8,11,17,25,30,34
RSEA_OPA,Corn,SPA0,SSP2,scenRCPref,6175,8971,13315,18475,22345,25625
RSEA_OPA,Cott,SPA0,SSP2,scenRCPref,9,26,54,87,111,131
RSEA_OPA,Gnut,SPA0,SSP2,scenRCPref,50,143,292,471,601,710
RSEA_OPA,Mill,SPA0,SSP2,scenRCPref,25,25,25,25,25,25
RSEA_OPA,Pota,SPA0,SSP2,scenRCPref,30,51,87,132,160,181
RSEA_OPA,Rape,SPA0,SSP2,scenRCPref,147,424,864,1394,1778,2099
RSEA_OPA,Rice,SPA0,SSP2,scenRCPref,3926,6025,9395,13419,16418,18957
RSEA_OPA,Soya,SPA0,SSP2,scenRCPref,2621,3878,5927,8412,10154,11593
RSEA_OPA,Srgh,SPA0,SSP2,scenRCPref,146,146,146,146,146,146
RSEA_OPA,SugC,SPA0,SSP2,scenRCPref,1905,3215,5468,8266,9984,11320
RSEA_OPA,Sunf,SPA0,SSP2,scenRCPref,138,399,814,1313,1675,1977
RSEA_OPA,SwPo,SPA0,SSP2,scenRCPref,28,47,80,120,145,165
RSEA_PAC,Barl,SPA0,SSP2,scenRCPref,18,30,47,64,90,119
RSEA_PAC,Cass,SPA0,SSP2,scenRCPref,1562,3225,5356,7631,10352,13730
RSEA_PAC,Corn,SPA0,SSP2,scenRCPref,1253,2978,4962,7052,9684,12860
RSEA_PAC,Cott,SPA0,SSP2,scenRCPref,1,35,80,127,189,263
RSEA_PAC,Gnut,SPA0,SSP2,scenRCPref,11,308,703,1119,1666,2318
RSEA_PAC,Mill,SPA0,SSP2,scenRCPref,12,40,82,119,157,204
RSEA_PAC,Pota,SPA0,SSP2,scenRCPref,415,856,1421,2026,2748,3644
RSEA_PAC,Rape,SPA0,SSP2,scenRCPref,1,20,47,74,111,154
RSEA_PAC,Rice,SPA0,SSP2,scenRCPref,1927,3057,4522,6057,7997,10339
RSEA_PAC,Soya,SPA0,SSP2,scenRCPref,,360,695,1036,1489,2013
RSEA_PAC,Srgh,SPA0,SSP2,scenRCPref,2,6,11,17,22,28
RSEA_PAC,SugC,SPA0,SSP2,scenRCPref,2479,5120,8502,12114,16433,21795
RSEA_PAC,SwPo,SPA0,SSP2,scenRCPref,1031,2130,3537,5040,6837,9068
RussiaReg,Barl,SPA0,SSP2,scenRCPref,9656,13593,18666,24922,28040,30109
RussiaReg,BeaD,SPA0,SSP2,scenRCPref,6,145,455,910,1128,1271
RussiaReg,Cass,SPA0,SSP2,scenRCPref,1,1,2,3,4,4
RussiaReg,Corn,SPA0,SSP2,scenRCPref,856,1255,2034,3070,3538,3836
RussiaReg,Cott,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
RussiaReg,Mill,SPA0,SSP2,scenRCPref,227,298,435,619,705,760
RussiaReg,Pota,SPA0,SSP2,scenRCPref,7238,10660,17341,26227,30236,32795
RussiaReg,Rape,SPA0,SSP2,scenRCPref,33,48,78,118,135,147
RussiaReg,Soya,SPA0,SSP2,scenRCPref,301,385,547,760,858,921
RussiaReg,Srgh,SPA0,SSP2,scenRCPref,18,24,35,50,57,61
RussiaReg,SugC,SPA0,SSP2,scenRCPref,397,585,952,1440,1660,1801
RussiaReg,Sunf,SPA0,SSP2,scenRCPref,668,973,1569,2362,2719,2948
RussiaReg,Whea,SPA0,SSP2,scenRCPref,12049,16907,22984,30425,34168,36660
SouthAfrReg,Barl,SPA0,SSP2,scenRCPref,8,14,22,36,42,44
SouthAfrReg,BeaD,SPA0,SSP2,scenRCPref,3,7,12,22,27,28
SouthAfrReg,Corn,SPA0,SSP2,scenRCPref,1904,3481,5762,9408,11184,11841
SouthAfrReg,Cott,SPA0,SSP2,scenRCPref,1,2,3,5,6,6
SouthAfrReg,Gnut,SPA0,SSP2,scenRCPref,3,6,10,17,20,22
SouthAfrReg,Mill,SPA0,SSP2,scenRCPref,5,10,17,21,24,25
SouthAfrReg,Pota,SPA0,SSP2,scenRCPref,141,237,332,388,443,477
SouthAfrReg,Rape,SPA0,SSP2,scenRCPref,0,0,0,0,0,0
SouthAfrReg,Soya,SPA0,SSP2,scenRCPref,261,552,800,554,928,1149
SouthAfrReg,Srgh,SPA0,SSP2,scenRCPref,170,359,592,746,848,898
SouthAfrReg,SugC,SPA0,SSP2,scenRCPref,1023,1725,2411,2820,3220,3469
SouthAfrReg,Sunf,SPA0,SSP2,scenRCPref,172,344,607,1012,1215,1292
SouthAfrReg,SwPo,SPA0,SSP2,scenRCPref,11,18,25,30,34,36
SouthKorea,Barl,SPA0,SSP2,scenRCPref,37,39,50,64,74,78
SouthKorea,Cass,SPA0,SSP2,scenRCPref,425,553,748,1033,1200,1242
SouthKorea,Corn,SPA0,SSP2,scenRCPref,6359,6936,8985,11529,13193,13843
SouthKorea,Gnut,SPA0,SSP2,scenRCPref,0,0,1,1,1,2
SouthKorea,Mill,SPA0,SSP2,scenRCPref,4,4,5,6,7,8
SouthKorea,Pota,SPA0,SSP2,scenRCPref,87,113,153,211,245,254
SouthKorea,Rape,SPA0,SSP2,scenRCPref,297,397,810,1322,1665,1818
SouthKorea,Soya,SPA0,SSP2,scenRCPref,1974,2190,2910,3809,4379,4501
SouthKorea,Srgh,SPA0,SSP2,scenRCPref,7,7,9,11,13,14
SouthKorea,SugC,SPA0,SSP2,scenRCPref,2230,2899,3923,5419,6292,6517
SouthKorea,Sunf,SPA0,SSP2,scenRCPref,22,29,60,98,123,134
SouthKorea,SwPo,SPA0,SSP2,scenRCPref,68,89,120,166,192,199
SouthKorea,Whea,SPA0,SSP2,scenRCPref,1076,1217,1629,2146,2479,2612
EasternAf,Cass,SPA0,SSP2,scenRCPref,914,1951,4151,7951,14285,22428
EasternAf,Corn,SPA0,SSP2,scenRCPref,178,296,522,735,862,1395
EasternAf,Cott,SPA0,SSP2,scenRCPref,11,44,115,239,449,713
EasternAf,Gnut,SPA0,SSP2,scenRCPref,16,62,162,337,633,1007
EasternAf,Mill,SPA0,SSP2,scenRCPref,90,165,307,490,761,1138
EasternAf,Pota,SPA0,SSP2,scenRCPref,249,532,1132,2167,3894,6114
EasternAf,Rape,SPA0,SSP2,scenRCPref,8,32,83,173,325,517
EasternAf,Soya,SPA0,SSP2,scenRCPref,1,11,37,62,96,143
EasternAf,Srgh,SPA0,SSP2,scenRCPref,114,209,390,622,965,1442
EasternAf,SugC,SPA0,SSP2,scenRCPref,1184,2528,5380,10304,18512,29065
EasternAf,Sunf,SPA0,SSP2,scenRCPref,5,18,47,98,184,293
SouthernAf,Barl,SPA0,SSP2,scenRCPref,2,4,8,12,17,23
SouthernAf,BeaD,SPA0,SSP2,scenRCPref,26,63,144,235,345,465
SouthernAf,Cass,SPA0,SSP2,scenRCPref,1205,4393,12510,21846,32884,44668
SouthernAf,ChkP,SPA0,SSP2,scenRCPref,6,14,33,54,79,107
SouthernAf,Corn,SPA0,SSP2,scenRCPref,468,587,1397,2462,3502,4317
SouthernAf,Cott,SPA0,SSP2,scenRCPref,15,50,144,252,379,513
SouthernAf,Gnut,SPA0,SSP2,scenRCPref,47,158,452,793,1192,1615
SouthernAf,Mill,SPA0,SSP2,scenRCPref,17,32,56,81,111,151
SouthernAf,Pota,SPA0,SSP2,scenRCPref,224,818,2329,4067,6122,8316
SouthernAf,Rice,SPA0,SSP2,scenRCPref,205,268,384,510,669,858
SouthernAf,Soya,SPA0,SSP2,scenRCPref,3,,,,,
SouthernAf,Srgh,SPA0,SSP2,scenRCPref,26,50,88,127,175,237
SouthernAf,SugC,SPA0,SSP2,scenRCPref,477,1739,4953,8649,13018,17684
SouthernAf,Sunf,SPA0,SSP2,scenRCPref,17,58,167,293,440,596
SouthernAf,SwPo,SPA0,SSP2,scenRCPref,109,398,1132,1977,2975,4041
WesternAf,Barl,SPA0,SSP2,scenRCPref,7,8,11,15,20,25
WesternAf,BeaD,SPA0,SSP2,scenRCPref,6,89,385,1047,2259,3627
WesternAf,Cass,SPA0,SSP2,scenRCPref,5664,9269,23478,54928,110442,171245
WesternAf,ChkP,SPA0,SSP2,scenRCPref,1,9,37,101,219,351
WesternAf,Corn,SPA0,SSP2,scenRCPref,760,915,1791,3720,6603,9462
WesternAf,Cott,SPA0,SSP2,scenRCPref,55,103,279,664,1339,2081
WesternAf,Gnut,SPA0,SSP2,scenRCPref,247,462,1256,2988,6028,9366
WesternAf,Mill,SPA0,SSP2,scenRCPref,730,1081,2272,4712,8739,13050
WesternAf,Pota,SPA0,SSP2,scenRCPref,78,127,322,754,1515,2349
WesternAf,Rice,SPA0,SSP2,scenRCPref,288,360,506,750,1050,1349
WesternAf,Srgh,SPA0,SSP2,scenRCPref,894,1324,2784,5774,10708,15990
WesternAf,SugC,SPA0,SSP2,scenRCPref,359,588,1489,3485,7006,10864
WesternAf,Sunf,SPA0,SSP2,scenRCPref,2,3,8,19,38,60
WesternAf,SwPo,SPA0,SSP2,scenRCPref,2,3,8,18,36,56
TurkeyReg,Barl,SPA0,SSP2,scenRCPref,1289,1407,1596,1896,2014,2097
TurkeyReg,BeaD,SPA0,SSP2,scenRCPref,4,4,5,6,7,7
TurkeyReg,Cass,SPA0,SSP2,scenRCPref,39,102,203,357,423,472
TurkeyReg,ChkP,SPA0,SSP2,scenRCPref,30,35,42,52,57,60
TurkeyReg,Corn,SPA0,SSP2,scenRCPref,362,673,1175,1971,2296,2546
TurkeyReg,Cott,SPA0,SSP2,scenRCPref,10,14,20,29,33,36
TurkeyReg,Gnut,SPA0,SSP2,scenRCPref,1,1,1,2,2,3
TurkeyReg,Mill,SPA0,SSP2,scenRCPref,9,17,26,33,34,37
TurkeyReg,Pota,SPA0,SSP2,scenRCPref,179,469,938,1646,1954,2178
TurkeyReg,Rape,SPA0,SSP2,scenRCPref,2,2,3,5,5,6
TurkeyReg,Soya,SPA0,SSP2,scenRCPref,256,411,662,1058,1216,1334
TurkeyReg,Srgh,SPA0,SSP2,scenRCPref,8,16,25,32,33,36
TurkeyReg,SugC,SPA0,SSP2,scenRCPref,4,11,23,40,47,52
TurkeyReg,Sunf,SPA0,SSP2,scenRCPref,170,229,324,472,537,584
TurkeyReg,Whea,SPA0,SSP2,scenRCPref,2159,2948,4220,6226,7026,7621
UkraineReg,Barl,SPA0,SSP2,scenRCPref,4698,7379,9484,13382,17455,21128
UkraineReg,BeaD,SPA0,SSP2,scenRCPref,28,84,201,436,692,923
UkraineReg,ChkP,SPA0,SSP2,scenRCPref,1,2,4,9,14,18
UkraineReg,Corn,SPA0,SSP2,scenRCPref,1468,2374,3354,5211,7113,8799
UkraineReg,Mill,SPA0,SSP2,scenRCPref,103,138,164,198,242,283
UkraineReg,Pota,SPA0,SSP2,scenRCPref,6696,10931,15202,23276,31600,39011
UkraineReg,Rape,SPA0,SSP2,scenRCPref,19,33,57,102,148,188
UkraineReg,Soya,SPA0,SSP2,scenRCPref,42,47,50,54,60,65
UkraineReg,Srgh,SPA0,SSP2,scenRCPref,1,1,1,1,1,1
UkraineReg,SugC,SPA0,SSP2,scenRCPref,28,45,63,96,130,161
UkraineReg,Sunf,SPA0,SSP2,scenRCPref,378,652,1116,2011,2913,3699
UkraineReg,Whea,SPA0,SSP2,scenRCPref,4015,6326,8216,11728,15387,18678
USAReg,Barl,SPA0,SSP2,scenRCPref,2943,3426,3762,4067,4333,4534
USAReg,BeaD,SPA0,SSP2,scenRCPref,33,38,42,45,48,50
USAReg,Cass,SPA0,SSP2,scenRCPref,126,143,157,167,176,183
USAReg,Corn,SPA0,SSP2,scenRCPref,128167,148322,162698,175479,186558,194831
USAReg,Cott,SPA0,SSP2,scenRCPref,3344,4091,4625,5099,5509,5816
USAReg,Gnut,SPA0,SSP2,scenRCPref,83,101,114,126,136,144
USAReg,Mill,SPA0,SSP2,scenRCPref,190,222,243,263,280,293
USAReg,Pota,SPA0,SSP2,scenRCPref,1565,1770,1939,2073,2184,2261
USAReg,Rape,SPA0,SSP2,scenRCPref,1488,1821,2058,2269,2452,2589
USAReg,Soya,SPA0,SSP2,scenRCPref,13282,15362,16928,18280,19461,20342
USAReg,Srgh,SPA0,SSP2,scenRCPref,6494,7561,8301,8975,9562,10007
USAReg,SugC,SPA0,SSP2,scenRCPref,8471,9581,10499,11222,11825,12240
USAReg,Sunf,SPA0,SSP2,scenRCPref,829,1015,1147,1265,1366,1443
USAReg,SwPo,SPA0,SSP2,scenRCPref,68,77,85,91,95,99
USAReg,Whea,SPA0,SSP2,scenRCPref,4462,5063,5505,5880,6193,6414
